,State,County of County_Animals,ANSI of County_Animals,Ag District,Ag District Code,Year of County_Animals,"CATTLE, COWS, BEEF - INVENTORY","CATTLE, COWS, MILK - INVENTORY","CATTLE, INCL CALVES - INVENTORY","CATTLE, ON FEED - INVENTORY",HOGS - INVENTORY,TURKEYS - INVENTORY
1105,MINNESOTA,WADENA,27159,CENTRAL,50,2010,4400.0,4500.0,18300.0,186.0,6202.0,52805.0
1106,MINNESOTA,WADENA,27159,CENTRAL,50,2011,4100.0,4500.0,18100.0,186.0,6202.0,52805.0
1107,MINNESOTA,WADENA,27159,CENTRAL,50,2012,4200.0,4500.0,17700.0,186.0,6202.0,52805.0
1108,MINNESOTA,WADENA,27159,CENTRAL,50,2013,4600.0,3300.0,17700.0,186.0,4998.0,52805.0
1109,MINNESOTA,WADENA,27159,CENTRAL,50,2014,4200.0,3300.0,16900.0,186.0,3794.0,52805.0
1110,MINNESOTA,WADENA,27159,CENTRAL,50,2015,4200.0,3200.0,17100.0,186.0,2589.0,52805.0
1111,MINNESOTA,WADENA,27159,CENTRAL,50,2016,4200.0,3200.0,18700.0,186.0,1385.0,52805.0
1112,MINNESOTA,WADENA,27159,CENTRAL,50,2017,4400.0,3200.0,18400.0,186.0,181.0,52805.0
1113,MINNESOTA,WADENA,27159,CENTRAL,50,2018,4200.0,2600.0,12900.0,276.0,175.0,52805.0
1114,MINNESOTA,WADENA,27159,CENTRAL,50,2019,4300.0,2500.0,12800.0,366.0,170.0,52805.0
1115,MINNESOTA,WADENA,27159,CENTRAL,50,2020,4200.0,2500.0,12400.0,456.0,164.0,52805.0
1116,MINNESOTA,WADENA,27159,CENTRAL,50,2021,3900.0,2600.0,11800.0,546.0,159.0,52805.0
1117,MINNESOTA,WADENA,27159,CENTRAL,50,2022,4100.0,2600.0,12100.0,636.0,153.0,52805.0
1118,MINNESOTA,WADENA,27159,CENTRAL,50,2023,4100.0,2600.0,12000.0,636.0,153.0,52805.0
1119,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2010,1400.0,1900.0,15300.0,5523.0,243998.0,123857.0
1120,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2011,1300.0,1900.0,15100.0,5523.0,243998.0,123857.0
1121,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2012,1300.0,1900.0,14700.0,5523.0,243998.0,123857.0
1122,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2013,1300.0,2400.0,17800.0,5721.0,249585.0,183489.0
1123,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2014,1200.0,2200.0,16900.0,5918.0,255172.0,243121.0
1124,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2015,1200.0,2000.0,17200.0,6116.0,260759.0,302752.0
1125,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2016,1200.0,1800.0,18700.0,6313.0,266346.0,362384.0
1126,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2017,1300.0,1600.0,15700.0,6511.0,271933.0,422016.0
1127,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2018,1300.0,1400.0,12900.0,6033.0,260807.0,373954.0
1128,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2019,1300.0,1400.0,12800.0,5554.0,249682.0,325892.0
1129,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2020,1300.0,1300.0,12400.0,5076.0,238556.0,277829.0
1130,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2021,1200.0,1400.0,11800.0,4597.0,227431.0,229767.0
1131,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2022,1300.0,1400.0,12100.0,4119.0,216305.0,181705.0
1132,MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2023,1300.0,1400.0,11900.0,4119.0,216305.0,181705.0
1133,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2010,1800.0,900.0,7000.0,457.0,184.0,0.0
1134,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2011,1700.0,900.0,6900.0,457.0,184.0,0.0
1135,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2012,1800.0,900.0,6700.0,457.0,184.0,0.0
1136,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2013,2000.0,1300.0,6800.0,472.0,168.0,0.0
1137,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2014,1800.0,1300.0,6400.0,487.0,152.0,0.0
1138,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2015,1800.0,1300.0,6500.0,503.0,135.0,0.0
1139,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2016,1800.0,1300.0,7100.0,518.0,119.0,0.0
1140,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2017,1900.0,1200.0,7000.0,533.0,103.0,0.0
1141,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2018,1900.0,900.0,5500.0,491.0,150.0,0.0
1142,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2019,1900.0,900.0,5400.0,448.0,197.0,0.0
1143,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2020,1900.0,800.0,5300.0,406.0,244.0,0.0
1144,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2021,1700.0,900.0,5000.0,363.0,291.0,0.0
1145,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2022,1900.0,900.0,5200.0,321.0,338.0,0.0
1146,MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2023,1900.0,900.0,5100.0,321.0,338.0,0.0
1147,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2010,900.0,400.0,10800.0,3779.0,183618.0,0.0
1148,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2011,900.0,400.0,10600.0,3779.0,183618.0,0.0
1149,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2012,900.0,400.0,10400.0,3779.0,183618.0,0.0
1150,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2013,800.0,300.0,8200.0,3779.0,223260.0,0.0
1151,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2014,800.0,300.0,7800.0,3779.0,262903.0,0.0
1152,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2015,800.0,300.0,8000.0,3779.0,302545.0,0.0
1153,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2016,800.0,300.0,8700.0,3779.0,342188.0,0.0
1154,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2017,900.0,300.0,5700.0,3779.0,381830.0,0.0
1155,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2018,900.0,300.0,3700.0,3779.0,355258.0,0.0
1156,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2019,900.0,300.0,3600.0,3779.0,328686.0,0.0
1157,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2020,900.0,300.0,3500.0,3779.0,302114.0,0.0
1158,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2021,900.0,300.0,3400.0,3779.0,275542.0,0.0
1159,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2022,900.0,300.0,3500.0,3779.0,248970.0,0.0
1160,MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2023,900.0,300.0,3400.0,3779.0,248970.0,0.0
1161,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2010,1000.0,200.0,2600.0,238.0,48.0,0.0
1162,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2011,1000.0,200.0,2500.0,238.0,48.0,0.0
1163,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2012,1000.0,200.0,2500.0,238.0,48.0,0.0
1164,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2013,600.0,900.0,3100.0,238.0,48.0,0.0
1165,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2014,600.0,900.0,2900.0,238.0,48.0,0.0
1166,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2015,600.0,900.0,3000.0,238.0,48.0,0.0
1167,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2016,600.0,700.0,3300.0,238.0,48.0,0.0
1168,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2017,1000.0,300.0,3200.0,238.0,48.0,0.0
1169,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2018,1000.0,300.0,2800.0,238.0,43.0,0.0
1170,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2019,1000.0,300.0,2700.0,238.0,38.0,0.0
1171,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2020,1000.0,300.0,2700.0,238.0,32.0,0.0
1172,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2021,1000.0,300.0,2500.0,238.0,27.0,0.0
1173,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2022,1000.0,300.0,2600.0,238.0,22.0,0.0
1174,MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2023,1000.0,300.0,2600.0,238.0,22.0,0.0
1175,MINNESOTA,WINONA,27169,SOUTHEAST,90,2010,8900.0,30000.0,86000.0,7881.0,36935.0,0.0
1176,MINNESOTA,WINONA,27169,SOUTHEAST,90,2011,8400.0,30000.0,84000.0,7881.0,36935.0,0.0
1177,MINNESOTA,WINONA,27169,SOUTHEAST,90,2012,8500.0,29500.0,82000.0,7881.0,36935.0,0.0
1178,MINNESOTA,WINONA,27169,SOUTHEAST,90,2013,8300.0,28500.0,82000.0,8074.0,52024.0,0.0
1179,MINNESOTA,WINONA,27169,SOUTHEAST,90,2014,7500.0,27500.0,78000.0,8268.0,67113.0,0.0
1180,MINNESOTA,WINONA,27169,SOUTHEAST,90,2015,7500.0,26500.0,77000.0,8461.0,82203.0,0.0
1181,MINNESOTA,WINONA,27169,SOUTHEAST,90,2016,7600.0,26000.0,75000.0,8655.0,97292.0,0.0
1182,MINNESOTA,WINONA,27169,SOUTHEAST,90,2017,8500.0,25000.0,73000.0,8848.0,112381.0,0.0
1183,MINNESOTA,WINONA,27169,SOUTHEAST,90,2018,8500.0,24000.0,71000.0,8302.0,101064.0,0.0
1184,MINNESOTA,WINONA,27169,SOUTHEAST,90,2019,8600.0,23500.0,70000.0,7756.0,89746.0,0.0
1185,MINNESOTA,WINONA,27169,SOUTHEAST,90,2020,8500.0,23000.0,68000.0,7210.0,78429.0,0.0
1186,MINNESOTA,WINONA,27169,SOUTHEAST,90,2021,7800.0,24000.0,65000.0,6664.0,67111.0,0.0
1187,MINNESOTA,WINONA,27169,SOUTHEAST,90,2022,8400.0,24000.0,67000.0,6118.0,55794.0,0.0
1188,MINNESOTA,WINONA,27169,SOUTHEAST,90,2023,8400.0,24000.0,66000.0,6118.0,55794.0,0.0
1189,MINNESOTA,WRIGHT,27171,CENTRAL,50,2010,3900.0,10600.0,37000.0,9373.0,4819.0,311.0
1190,MINNESOTA,WRIGHT,27171,CENTRAL,50,2011,3700.0,10600.0,36500.0,9373.0,4819.0,311.0
1191,MINNESOTA,WRIGHT,27171,CENTRAL,50,2012,3800.0,10500.0,35500.0,9373.0,4819.0,311.0
1192,MINNESOTA,WRIGHT,27171,CENTRAL,50,2013,4000.0,9500.0,40000.0,8932.0,4064.0,311.0
1193,MINNESOTA,WRIGHT,27171,CENTRAL,50,2014,3600.0,8900.0,38000.0,8491.0,3309.0,311.0
1194,MINNESOTA,WRIGHT,27171,CENTRAL,50,2015,3600.0,8200.0,36500.0,8049.0,2555.0,311.0
1195,MINNESOTA,WRIGHT,27171,CENTRAL,50,2016,3600.0,7600.0,35000.0,7608.0,1800.0,311.0
1196,MINNESOTA,WRIGHT,27171,CENTRAL,50,2017,3300.0,7000.0,33000.0,7167.0,1045.0,311.0
1197,MINNESOTA,WRIGHT,27171,CENTRAL,50,2018,2900.0,6300.0,32000.0,7269.0,1772.0,301.0
1198,MINNESOTA,WRIGHT,27171,CENTRAL,50,2019,2900.0,6200.0,31500.0,7371.0,2499.0,291.0
1199,MINNESOTA,WRIGHT,27171,CENTRAL,50,2020,2900.0,6200.0,30500.0,7473.0,3227.0,280.0
1200,MINNESOTA,WRIGHT,27171,CENTRAL,50,2021,2700.0,6300.0,29000.0,7575.0,3954.0,270.0
1201,MINNESOTA,WRIGHT,27171,CENTRAL,50,2022,2900.0,6400.0,30000.0,7677.0,4681.0,260.0
1202,MINNESOTA,WRIGHT,27171,CENTRAL,50,2023,2900.0,6300.0,29500.0,7677.0,4681.0,260.0
1203,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2010,3400.0,2900.0,24000.0,10879.0,120257.0,203028.0
1204,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2011,3200.0,2900.0,23500.0,10879.0,120257.0,203028.0
1205,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2012,3200.0,2900.0,23000.0,10879.0,120257.0,203028.0
1206,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2013,3800.0,1600.0,27000.0,11407.0,129124.0,203028.0
1207,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2014,3500.0,1600.0,26000.0,11934.0,137992.0,203028.0
1208,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2015,3500.0,1500.0,26500.0,12462.0,146859.0,203028.0
1209,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2016,3500.0,1500.0,28500.0,12989.0,155727.0,203028.0
1210,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2017,3800.0,1500.0,28500.0,13517.0,164594.0,203028.0
1211,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2018,3500.0,1400.0,28000.0,11441.0,174493.0,203028.0
1212,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2019,3500.0,1400.0,27500.0,9365.0,184392.0,203028.0
1213,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2020,3500.0,1400.0,27000.0,7288.0,194290.0,203028.0
1214,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2021,3200.0,1400.0,25500.0,5212.0,204189.0,203028.0
1215,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2022,3400.0,1400.0,26500.0,3136.0,214088.0,203028.0
1216,MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2023,3400.0,1400.0,26000.0,3136.0,214088.0,203028.0
